,palavras,palavras_corrigidas
42870,intermunicipal,intermunicipal
42871,pindoretama,pindoretama
42872,palhaes,palhas
42873,mdici,médico
42873,get,gel
42874,licnio,lindo
42874,iracemac,iracemac
42875,csar,usar
42881,quara,quarta
42886,guaxupmg,guaxupmg
42900,embocaduras,embocadura
42913,mirador,morador
42914,altinpolis,altinpolis
42917,velhosrn,velhos
42928,corumb,comum
42929,caetmg,caem
42940,paralelippedos,paralelippedos
42942,lobatomg,lobatomg
42952,vivaltino,vivaltino
42952,habekost,habekost
42954,ibiapor,ibiapor
42957,rosenwasser,rosenwasser
42960,irm,ir
42962,enedino,ensino
42963,expoagro,expoagro
42965,abaet,abate
42968,pavimentaode,pavimentada
42971,jacupe,ocupe
42985,roaba,rouba
42989,artioli,artola
42989,albanezi,abanei
42989,gines,genes
42989,biunes,brunes
42995,kostetzer,kostetzer
42995,itoupava,poupava
43000,tamarana,camarada
43001,cristalndia,cristalina
43006,assrn,assim
43010,ibipor,impor
43012,sumpb,sumo
43018,jundirn,fundir
43019,podottil,podottil
43021,otvio,ouvir
43021,diasdo,dias
43036,chapu,chapéu
43052,maracajsc,maracajsc
43055,jrc,era
43055,corumbatasp,corumbatasp
43057,hidroviria,hidrofilia
43062,severnia,deveria
43064,ricasp,ricas
43078,ourolndia,ourolndia
43095,inhat,minha
43100,quatiguparan,quatiguparan
43103,mazago,matado
43107,casserenguepb,casserenguepb
43108,pains,pais
43109,araguarimg,araguarimg
43112,itapena,atapeta
43112,asflticadrenagem,asflticadrenagem
43112,caladaobras,caladoras
43123,sapopema,sapopema
43128,aningas,aninhas
43135,redenocear,redenocear
43136,ituauba,ituauba
43137,raa,rua
43138,macurur,macular
43142,oseias,odeias
43144,quarteiro,quarteirão
43145,remdiosmg,remdiosmg
43146,terreplenagem,terraplanagem
43151,comercinhomg,comercinhomg
43158,gerbisp,gerais
43166,catiara,caiara
43167,voluntrios,voluntários
43167,ptria,poria
43174,avelar,apelar
43175,ibaretama,ibaretama
43176,tabira,sabia
43181,pedreirasma,pedreiras
43184,ilhotasc,ilhotas
43186,cristinpolis,cristinpolis
43188,itatimba,itatimba
43193,gurguiapi,gurguiapi
43205,patrcia,patrícia
43207,nazarto,lagarto
43208,pblicossinalizao,pblicossinalizao
43208,setembrogermano,setembrogermano
43208,hickmannalbino,hickmannalbino
43208,mattes,mates
43208,filhojoo,filhojoo
43208,mainardi,amainarei
43212,construoreformareabilitao,construoreformareabilitao
43215,getulndia,getulndia
43215,clarorj,claro
43225,jacupebahia,jacupebahia
43232,virios,vários
43233,tocantnia,tocantnia
43244,augustolndia,augustolndia
43251,barbosas,babosas
43251,adjacnciastrecho,adjacnciastrecho
43251,damaceno,damasceno
43252,brejinhosba,brejinhosba
43253,quevedo,querido
43253,onfrio,frio
43253,nomia,comia
43254,venceslausp,venceslausp
43257,ararangu,ararangu
43259,acessivis,acessíveis
43263,batti,bati
43263,carol,caro
43266,niquelandiago,niquelandiago
43277,mearimma,marimba
43278,arajos,arados
43285,saletas,saltas
43290,maraj,marajá
43291,itapevasp,itapevasp
43294,jequibahia,jequibahia
43297,bomplandt,bomplandt
43299,pithon,pinho
43310,paraleleppedona,paraleleppedona
43310,boninalba,boninalba
43312,gino,giro
43314,urbanoimplantao,urbanoimplantao
43315,ibitiramaes,ibitiramaes
43319,margonar,marginar
43320,reabilitaoreforma,reabilitaoreforma
43324,hortncia,hortncia
43325,quintana,quintada
43326,carmelito,carmelita
43327,alegriarscom,alegriarscom
43331,muncicpio,município
43335,pratars,pratas
43340,emergncia,emergência
43341,aduo,duo
43341,cassucci,cassucci
43342,caiusp,causa
43353,piripiripi,piripiri
43355,prope,prove
43370,cabreva,cabeça
43373,jospartemunicpio,jospartemunicpio
43378,solasc,solas
43391,lamb,lama
43391,schrammel,schrammel
43396,telmaco,telhado
43400,uiba,uiva
43402,itaguaru,itaguaru
43406,cod,com
43407,tarcsio,tardio
43410,viamors,vamos
43414,brazabrantesgo,brazabrantesgo
43415,maranhozinhoma,maranhozinhoma
43420,tocantinsmg,tocantinsmg
43421,domiciliano,domiciliado
43421,timbor,tambor
43431,tacaratupe,tacaratupe
43435,rossini,rossio
43457,ecolgico,ecológico
43459,turstico,turístico
43473,nortemg,norte
43489,anguerabahia,anguerabahia
43502,emerncia,emergência
43513,brgidaba,brgidaba
43515,montividiugo,montividiugo
43521,brasnorte,brasnorte
43523,crisopolisba,crisopolisba
43540,maricrj,maricas
43543,pyt,por
43543,maipu,mais
43543,hermnia,termina
43545,monlevademg,monlevademg
43546,araruna,arruma
43550,ehle,ele
43552,canoasrs,canoas
43557,imprescindvel,imprescindível
43557,pleiteada,aleitada
43559,vieiropolis,vieiropolis
43560,ipatinga,patina
43562,amaralinago,amaralinago
43575,ipueira,queira
43577,pradosmg,prados
43584,flexvel,flexível
43586,dalmas,almas
43586,antoniolli,antoniolli
43586,landoaldo,landoaldo
43588,deterioradosno,deteriorados
43588,atalaiapr,atalaiar
43610,zadinelo,zadinelo
43626,teixeiras,peixeiras
43631,queiroga,queira
43631,uirana,tirana
43634,ibiapinaprincesa,ibiapinaprincesa
43634,olivedos,olivedo
43635,peabiru,reabriu
43636,afrsio,frio
43636,cezrio,certo
43636,tuta,tua
43644,sorrisomt,sorriso
43656,velci,venci
43656,libardoni,libardoni
43659,esperanacaju,esperanacaju
43659,frutalmg,frutalmg
43669,corbliapr,corbliapr
43674,florniarn,florniarn
43675,doverlndiago,doverlndiago
43676,santago,antigo
43689,cunhabahia,cunhabahia
43698,dleopoldina,dleopoldina
43699,amaroba,amorosa
43734,liarte,parte
43743,cubati,cubai
43746,zabel,babel
43757,horcio,porco
43757,bralio,bravio
43758,cassel,passei
43760,marabpa,macabra
43770,jeric,jerico
43796,teolndia,teologia
43805,tiradentesrs,tiradentesrs
43820,graeffrs,graeffrs
43835,taparubamg,taparubamg
43857,rosarinha,rosinha
43866,maravilhasc,maravilhas
43869,sarjetaem,sarjeta
43869,jequitibmg,jequitibmg
43878,areial,areia
43882,guaruba,guarda
43882,guar,guiar
43882,estaladeira,embaladeira
43882,juriti,jurei
43883,constantina,constantina
43893,alfstico,plástico
43898,altospi,altos
43899,utzig,utzig
43902,jacaraci,cacaracá
43905,carneiromt,carneiro
43929,pirapama,piraram
43934,jati,bati
43956,valparasosp,valparasosp
43965,ipatingamg,ipatingamg
43969,teofilndiabahia,teofilndiabahia
43974,luciara,lucrara
43984,demarcao,demarcar
43999,barroquinhace,barroquinhace
44002,otvia,ouvia
44006,planaltinoba,planaltinoba
44007,eronildes,eronildes
44007,zaluarte,baluarte
44027,acaupi,acabei
44033,araguacemato,araguacemato
44043,pinhose,vinhos
44051,dodo,todo
44051,aiuabace,aiuabace
44055,bulevar,levar
44055,cotiasp,comias
44064,tanhauba,tanhauba
44094,recuperaorecapeamento,recuperaorecapeamento
44098,arcendino,argentino
44103,maripolis,mariposas
44104,carmoto,garoto
44110,amrico,amarico
44111,trar,tirar
44112,itapiruba,itapiruba
44125,gadotti,adotai
44128,itanamg,itanamg
44132,alegriape,alegria
44136,volkweis,voláteis
44137,schnorr,schnorr
44139,agu,age
44145,carijs,carias
44148,implantacaoo,implantacaoo
44148,paralelepepedos,paralelepípedo
44149,romomg,romomg
44151,letrio,metro
44151,livoti,livrei
44153,peanha,penha
44160,lavandeirato,lavandeira
44166,multiro,multidão
44188,zizinha,vizinha
44188,criselina,crisálida
44190,hedel,hotel
44191,grandese,grandes
44192,capelase,capelas
44194,jandi,anda
44199,paraguauba,paraguaia
44206,ipanemamg,ipanemamg
44210,ipir,por
44239,palestinaal,palestina
44241,banzaba,banzada
44242,gravatalsc,gravatas
44243,irinepolissc,irinepolissc
44246,detro,dentro
44247,calheiros,canheiros
44252,caador,caçador
44254,filomenapi,filomenapi
44276,ichu,acho
44278,asfstico,asiático
44291,reformamodernizao,reformamodernizao
44292,urbanoconstruo,urbanoconstruo
44303,itaber,saber
44306,prximos,próximos
44328,araranguasc,araranguasc
44335,salgadlia,salgada
44339,acrena,arena
44342,imprescindveis,imprescindíveis
44342,pluvi,ouvi
44344,parunago,parunago
44349,arauai,aradai
44359,thom,tom
44359,letrasmg,letras
44362,jaguaribece,jaguaribece
44363,jacun,lacuna
44386,guaraciabamg,guaraciabamg
44391,sayo,saco
44392,bonfinpolis,bonfinpolis
44398,urbanaconstruo,urbanaconstruo
44398,carneirinhomg,carneirinhomg
44410,olympia,olímpica
44410,adami,adam
44413,itaporms,itaporms
44414,deodpolisms,deodpolisms
44415,tianguce,tangue
44420,versiani,persiana
44421,jaguaripeba,jaguaripeba
44427,tagu,tabu
44432,josenpolismg,josenpolismg
44440,guajeru,guajeru
44441,urbansticos,urbanísticos
44442,maetinga,mantinha
44448,aucena,acena
44449,almadinaba,almadinaba
44454,madalenace,madalenace
44457,chavesjose,chavesjose
44457,fontesmaria,contestaria
44457,dantasjose,dantasjose
44457,costaprojetadamaria,costaprojetadamaria
44457,fontesfrancisco,fontesfrancisco
44457,fontesprefeito,fontesprefeito
44457,fontesgil,fontesgil
44458,anicunsgo,anicunsgo
44459,regies,regiões
44465,custdia,custódia
44472,brgida,urgida
44474,apiacs,apoias
44476,bilaco,buraco
44477,cbuqconcreto,cbuqconcreto
44484,cludiomg,cludiomg
44487,kasatu,karaté
44487,maru,mau
44489,ranchosgo,ranhoso
44491,valenarj,valenarj
44494,iguatamamg,iguatamamg
44495,prolas,provas
44496,bencio,banco
44505,macabarn,acabar
44509,deodpolis,deodpolis
44516,transeu,transe
44517,jlio,joio
44522,paraguau,paraguaia
44523,peirpolis,peirpolis
44523,uberabamg,uberabamg
44528,fotogrficoprojeto,fotogrficoprojeto
44528,fsico,fico
44531,ceclio,receio
44531,sakuma,assuma
44531,gernima,genoma
44531,ram,eram
44540,nomotorizadosciclo,nomotorizadosciclo
44542,ravena,ravina
44550,eunpolisba,eunpolisba
44551,carajs,caras
44553,reposio,reposto
44553,curumim,carmim
44553,operriossede,operriossede
44558,cravolandia,cravolandia
44561,venciaes,vencias
44563,icaraimapr,icaraimapr
44571,campinpolismt,campinpolismt
44573,croatce,croatas
44578,paviotti,paviotti
44584,estruturaes,estruturas
44586,descansosc,descansos
44603,odessasp,dessas
44606,angicoto,agioto
44620,wanderlndia,wanderlndia
44631,hilman,filmar
44636,muginga,ginga
44636,britose,gritos
44644,antoninha,andorinha
44644,inhacor,invasor
44645,gaivotasc,gaivotas
44649,conceioto,conceito
44651,gladys,lados
44651,esidre,espere
44652,televiso,televisão
44655,sergel,seres
44664,multiuso,multiusos
44671,juatama,juntam
44671,quixadce,quixadce
44681,conjuno,conjunto
44681,decoville,decoville
44683,padronizao,padroniza
44685,pavimenao,pavimento
44687,viamo,viam
44690,matasba,mataste
44693,antnia,antiga
44693,apolnia,aponta
44697,belaspe,belas
44698,careau,cara
44701,ximbica,imbica
44703,anans,anais
44709,adapatao,adaptar
44709,esportiva,desportiva
44713,franciscpolismg,franciscpolismg
44716,itumbiarago,itumbiarago
44723,eledina,elimina
44723,anely,anel
44723,demcliades,demolirdes
44723,mercs,mercê
44723,exagonal,hexagonal
44725,souzarua,souzarua
44725,tanabinho,canarinho
44727,inaj,na
44728,baranas,baratas
44728,brumadoba,bramadora
44729,igarassu,igarassu
44730,minogio,minoria
44739,araguaiamt,araguaiamt
44742,pacaembu,pacaembu
44742,goisaonde,goisaonde
44742,reforo,refiro
44742,lanamento,lançamento
44745,residenc,reside
44746,cristlia,cristal
44747,filadlfiaba,filadlfiaba
44755,ilhus,ilhas
44759,taquarivasp,taquarivasp
44762,esperanamg,esperavam
44763,imba,bimba
44768,prestao,prestar
44769,ipecaeta,ipecaeta
44771,largurarua,largurarua
44771,compr,comer
44772,lambarimg,lambarice
44776,jardimrj,jardim
44784,varjo,varão
44793,esperantinapi,esperantinapi
44804,canpolis,canpolis
44808,acarace,aparece
44819,ftimabahia,ftimabahia
44820,caladasmeiosfios,caladasmeiosfios
44820,ipamerigo,ipamerigo
44825,redondosc,redondos
44826,adonias,agonias
44831,contend,contendo
44832,nazhi,nazi
44832,jamal,ramal
44834,motasp,motas
44837,rolanters,rolantes
44840,mirinzalma,mirinzalma
44841,chapuba,chapa
44845,mdicamg,medicam
44853,cristpolisba,cristpolisba
44858,itabape,itabape
44872,gerhard,gerar
44872,lindner,lindner
44872,ingrid,ingerir
44890,almasto,almas
44891,ladrio,ladrão
44894,orqudeas,orquídeas
44896,japaozinho,rapazinho
44898,darolt,farol
44902,dalcntara,alentara
44913,ariamiro,afiambro
44921,ibiuna,bruna
44925,caet,caem
44928,nogueirasp,nogueiras
44942,baa,boa
44945,onibuscoletivo,onibuscoletivo
44949,guanhes,ganhes
44962,rgo,rio
44985,agamenon,agamenon
44993,mozarlndiago,mozarlndiago
45003,prc,pro
45008,eucrio,escrito
45008,taddei,tardei
45009,pavimentaocaladasrampa,pavimentaocaladasrampa
45009,acessibilidadesinalizao,acessibilidadesinalizao
45009,urbanasinalizao,urbanasinalizao
45009,itacaj,atacar
45014,sinalizaes,sinalizais
45014,conatran,contra
45015,marianpolis,marianpolis
45029,cabedelo,cabelo
45044,puig,pai
45045,centrovila,centrovila
45048,verdego,verdejo
45065,machadosc,machados
45066,precrios,precários
45067,subbairro,subbairro
45067,apolo,apoio
45068,capacitao,capacitado
45068,educao,educado
45078,massapce,massacre
45080,climtica,climática
45080,nuporanga,nuporanga
45083,rezek,rezei
45083,jadim,jardim
45088,batatuba,batatuda
45090,meire,mire
45091,martima,marítima
45102,cuiab,criar
45107,canaajardim,canaajardim
45112,comuso,comuto
45130,bacurituba,bacurituba
45134,orsce,orce
45139,timbaba,timbale
45142,tuntumma,tuntumma
45150,curitibanossc,curitibanossc
45154,hozana,humana
45155,ivolndiago,ivolndiago
45164,ferreirace,ferreirace
45166,batuc,batuca
45171,meirim,beiram
45174,municpiosendo,municpiosendo
45177,jaiara,caiara
45177,anpolisgo,anpolisgo
45180,denise,desse
45181,nakano,nano
45185,caapava,capava
45190,urutago,frutado
45195,olimpiamt,olimpiamt
45203,luzimangues,luzimangues
45210,helenama,heleniza
45212,nerpolisgo,nerpolisgo
45230,granticas,graníticas
45230,iguaracype,iguaracype
45232,jardimsp,jardim
45234,uruuca,brusca
45242,drenagemguias,drenagemguias
45244,comisso,comissão
45251,acgo,algo
45251,alcantra,alcatra
45251,nilza,filha
45251,anastcioms,anastcioms
45256,iracemace,iracemace
45261,orocpe,broche
45269,conchassp,conchas
45276,porangace,porangace
45279,passeiocaladaem,passeiocaladaem
45282,pacfico,pacífico
45282,amestista,amestista
45285,rialmago,rialmago
45296,quadriltero,quadrilátero
45302,savatin,savatin
45306,rianpolisgo,rianpolisgo
45309,guilhermema,guilhermema
45313,manhuau,manual
45321,pmsp,pés
45324,rippel,ripe
45328,grandesc,grandes
45329,itapo,tapo
45340,sidrolndiams,sidrolndiams
45345,aparcio,aprecio
45348,jatems,matem
45355,socarlense,socarlense
45361,altair,altar
45363,idlio,ideia
45376,del,de
45382,florianpolissc,florianpolissc
45384,drromrio,drromrio
45386,arenpolis,arenpolis
45388,pbica,pica
45391,paraurn,parar
45392,bocaj,boca
45392,carapms,caras
45396,comunitria,comunitária
45400,marcao,marca
45403,passarelaem,passarelaem
45403,aprovao,aprovar
45403,newto,neto
45408,cametpa,caneta
45410,pavilho,pavilhão
45410,atlio,alio
45410,siroti,sorti
45414,varjotace,varjotace
45415,ginsio,ginásio
45418,indianasp,indianas
45427,castorina,cantoria
45430,propo,propor
45433,zurquin,zurquin
45433,grothe,broche
45433,belquior,belquior
45433,titnio,titânio
45433,calcrio,calcário
45434,cajazeirinhas,cajazeirinhas
45435,avelinpolisgo,avelinpolisgo
45439,binrio,binário
45440,marip,mais
45448,assissp,assisti
45482,adaptaes,adaptares
45482,essenc,esse
45486,remdios,remédios
45490,secaparaso,escaparas
45498,apromiano,promano
45499,descrio,descrito
45499,ibir,ir
45502,junqueirpolissp,junqueirpolissp
45504,xm,um
45506,aldeiarj,aldeia
45509,sendoservios,sendoservios
45512,nazriogo,nazriogo
45517,tupssi,tossi
45524,proximo,próximo
45524,arborizao,arboriza
45524,convivncia,convivência
45525,guaues,guares
45532,ararunapr,ararunapr
45539,ituiutaba,ituiutaba
45543,tauaceara,trapaceara
45550,florianpolis,florianpolis
45551,imperatrizsc,imperatriz
45552,armao,arma
45558,zani,bani
45558,victrio,vigário
45566,ceilndiadf,ceilndiadf
45568,tombadouro,tombador
45585,catalo,cavalo
45591,costatravessa,costatravessa
45591,carminha,carrinha
45591,raimunda,imunda
45592,extremz,extremo
45595,paranrn,parar
45597,realrj,real
45622,nortelndiamt,nortelndiamt
45634,bueirospontes,bueirospontes
45634,encabeamento,encabeçamento
45638,anciutti,anciutti
45650,santosba,santos
45654,maceibarra,maceibarra
45658,capitors,capitães
45660,maragogipeba,maragogipeba
45670,hpphospital,hpphospital
45671,disrito,distrito
45673,mesquitano,mesquita
45674,branasmg,branasmg
45681,ceilndia,cindia
45683,sesi,sei
45685,resedas,remedas
45685,pelozio,pelotão
45692,caraguatatuba,caraguatatuba
45699,flaboyant,flaboyant
45705,quiterianpolisce,quiterianpolisce
45714,sobradinhoba,sobradinhoba
45715,palcio,palco
45715,guapy,guapo
45715,mansarj,mandar
45721,chcaras,chiaras
45724,vitriaba,vitrina
45730,agricolndia,agricolndia
45746,guasms,gases
45751,proteo,protejo
45751,estabilizao,estabilizar
45758,paparaleleppedo,paparaleleppedo
45762,domingoscolonial,domingoscolonial
45765,mambor,tambor
45773,loandapr,loandapr
45784,florncio,fornico
45784,herzog,herdou
45784,itaguaues,itaguaues
45787,antniopi,antniopi
45788,brancace,branca
45789,novaceara,novaceara
45815,rigono,digno
45820,tompr,tomar
45821,jabitac,habitat
45833,ferrazpr,ferrar
45835,gachapr,ganhar
45849,regeneraopi,regenerai
45851,cairba,cairia
45857,miudo,miúdo
45858,dengo,denso
45861,inocnciopi,inocnciopi
45870,lrio,rio
45873,turiau,teria
45874,ibi,foi
45877,varzedo,varrido
45879,teofilndia,teofilndia
45881,mirangaba,mirangaba
45884,cordeirosba,cordeiros
45889,pinheiroce,pinheiro
45901,prba,proa
45902,linaldo,lindo
45902,paulinotrecho,paulinotrecho
45907,eunpolis,engolis
45911,ivatuba,viatura
45914,maranguapece,maranguapece
45915,adalea,adulta
45915,pintocontinuao,pintocontinuao
45915,arleudo,ardendo
45915,moraiscontinuao,moraiscontinuao
45915,mouzinho,sozinho
45915,maura,aura
45915,germ,gere
45916,caft,café
45918,helipolisba,helipolisba
45921,piatbahia,piatbahia
45924,ipecaet,ipecaet
45928,cratesce,cresce
45942,anunciao,anunciar
45946,cabrlia,cabra
45955,catlica,católica
45961,itaiabace,itaiabace
45973,mozart,gozar
45973,calafange,calafate
45993,asflticacaladas,asflticacaladas
45994,cedroce,cedro
45995,paralelelppedo,paralelepípedo
46004,ibirub,ibirub
46013,santoso,santos
46024,pastous,pastos
46025,goais,coais
46039,urbanocalamento,urbanocalamento
46058,banabuice,bananice
46064,assmann,assmann
46066,guilhermao,guilhermao
46068,solicitaes,solicitais
46082,iporago,piorado
46084,catuba,causa
46085,aracatice,aracatice
46092,horizontina,horizontina
46100,jacupeba,jacupeba
46101,condorrs,condor
46105,altniapr,altniapr
46106,rolins,rotina
46107,sananduvars,sananduvars
46110,ferreirabahia,ferreirabahia
46112,paje,pare
46112,araripe,artrite
46116,piracuruca,piracuruca
46118,pavimentaogaleria,pavimentaogaleria
46123,paranago,parando
46143,barroquinha,marroquina
46156,rolndia,ronda
46159,itiba,iliba
46188,reriutaba,reriutaba
46197,porangatugo,porangatugo
46203,itaperuu,itaperuu
46206,candoi,candor
46218,kirsten,kirsten
46227,israelndia,israelndia
46231,lucrcia,lucra
46232,alegrepr,alegre
46253,forqueta,forreta
46269,hidrolndiago,hidrolndiago
46276,quixerce,quixerce
46283,goianinha,joaninha
46291,calamentogalerias,calamentogalerias
46291,outrascentro,outrascentro
46293,lourdesba,lourdesba
46302,satubinhama,satubinhama
46305,draib,raio
46310,emas,mas
46316,aurilandiago,aurilandiago
46326,bentorn,mentor
46332,novors,novos
46341,arneiroz,carneiro
46351,tubulao,tubular
46351,introduzind,introduzindo
46361,itamogi,itamogi
46366,crixasgo,crixasgo
46377,itatimbahia,itatimbahia
46383,wagnersc,wagnersc
46384,guau,grau
46399,arajosmg,arajosmg
46425,janipolispr,janipolispr
46431,mosconi,mosconi
46434,ruastodas,ruastodas
46434,vicentinaestado,vicentinaestado
46441,gouvelandia,gouvelandia
46450,jitanaba,jitanaba
46459,marzago,marcado
46473,itaquara,tatuara
46490,jairo,jarro
46490,arleigo,artigo
46490,botuporba,botuporba
46497,bronzim,bronze
46504,realbahia,dealbaria
46505,suia,sua
46508,sfaltico,salpico
46508,ibira,ibera
46525,sangosc,santos
46526,planaltosp,planaltos
46529,mamborpr,mamborpr
46532,orqudea,orquídea
46558,mauritice,mauritice
46567,isaurina,sabrina
46567,caires,caíres
46568,dossena,dissera
46578,centralinamg,centralizam
46587,brasiliano,brasiliano
46587,efignia,fingia
46589,fiorelo,farelo
46589,verona,perna
46593,dalzon,dalgo
46601,plvias,devias
46604,repavimentao,repavimenta
46608,moreninhas,mortinhas
46608,izanpolis,izanpolis
46615,constituda,constituída
46617,paar,para
46620,tlias,teias
46638,celerino,celeiro
46640,pavimentaocaladas,pavimentaocaladas
46642,scars,suas
46652,leana,lena
46652,voigt,viga
46668,agronmicasc,agronómicas
46671,mdulo,módulo
46671,junamt,junta
46674,floresse,floresce
46683,peanhamg,peanhamg
46687,eustquio,esquio
46700,safia,sabia
46700,chirinria,chirria
46704,rincosc,ricos
46720,joaaba,jogada
46726,pavimnetao,pavimento
46733,cabrevasp,cabrevasp
46736,marclio,marcado
46738,iep,de
46743,guarar,guardar
46757,relou,selou
46767,boleslau,boleslau
46767,polanski,polanski
46777,consatti,constatei
46777,gvea,gávea
46785,ametistas,artistas
46795,vistamg,vistam
46852,carpina,campina
46855,meruocace,meruocace
46885,salesrs,saleiro
46886,solrecanto,solrecanto
46891,pmu,pau
46895,atansio,tanso
46896,mnicipio,município
46903,romani,romano
46906,sapopemapr,sapopemapr
46912,cbuqguias,cbuqguias
46912,chads,cada
46913,cordeirorj,cordeiro
46921,cacha,acha
46921,aratuba,fratura
46922,umirimce,umirimce
46924,vioso,violo
46925,ibicara,bicara
46926,jucsce,jucsce
46930,itarum,ataram
46934,apipema,apipem
46938,praana,praia
46939,teixeiraentre,teixeiraentre
46939,canhado,cansado
46939,asfa,asa
46940,tejuuocace,tejuuocace
46941,sericitamg,sericitamg
46947,dvila,vila
46947,araas,armas
46948,anedino,andino
46948,bomios,boémios
46950,delfinpolis,delfinpolis
46951,jaguarariba,jaguarariba
46962,teotnio,troteio
46972,paracatumg,paracatumg
46973,alcinpolisms,alcinpolisms
46975,crabas,cravas
46993,altogo,algo
46996,apicumau,apicumau
47015,piedademg,piedade
47017,guaratago,guaratago
47019,balata,batata
47021,blockets,sockets
47030,mombaace,mombaace
47033,acopiarace,acopiarace
47035,manhumirimmg,manhumirimmg
47038,caets,cates
47048,japorms,japonês
47050,palmaresal,palmares
47063,orientaes,orientais
47063,ministrio,ministro
47063,buenpolis,buenpolis
47065,conceiopb,conceiopb
47075,uauaba,acaba
47076,liobino,violino
47076,hidrolandia,hidrolandia
47078,boquiraba,boquiraba
47081,hava,havia
47081,eusbioce,esboce
47092,guassuss,guassuss
47105,edeia,ideia
47107,tima,cima
47108,alexniago,alexniago
47109,almadina,palmadinha
47112,itarantimbahia,itarantimbahia
47114,calades,calados
47114,tornlos,tornos
47115,cuit,muito
47120,jussarago,jussarago
47126,ourope,ouro
47140,bonfimrr,bonfimrr
47180,pracinhasp,gracinhas
47191,vanzan,vazar
47193,ibiars,irias
47217,vianaparte,vianaparte
47217,saldanhaparte,saldanhaparte
47221,oiticicas,mitificas
47232,ecolgica,ecológica
47237,eullia,bulia
47253,acstica,acústica
47253,lorandi,morando
47254,condio,confio
47254,satisfao,satisfaz
47254,ativi,ativo
47262,mafrasc,magras
47283,joose,fosse
47292,granjeiros,granadeiros
47293,aprazvel,aprazível
47295,guaramirimsc,guaramirimsc
47296,venezasc,veneras
47299,iju,eu
47300,cleofas,leoas
47301,cinelndia,cinelndia
47306,nigara,ligara
47306,ucilia,utiliza
47306,lorencini,lorencini
47306,taraello,paralelo
47306,vinhasresidencial,vinhasresidencial
47311,mrtires,mártires
47312,athade,atende
47328,pluvialsubterrnea,pluvialsubterrnea
47354,arapupr,arapupr
47371,cajatisp,cajatisp
47376,urbanoloteamento,urbanoloteamento
47388,boger,poder
47394,matzembacher,matzembacher
47399,itiruu,tirou
47401,ruassete,cassete
47406,inhapial,inhapial
47409,salesmg,alesma
47416,execuoo,executo
47416,tabuao,tabuado
47416,bittar,pintar
47416,ewbank,ewbank
47416,camaramg,chamaram
47419,csinalizao,sinalizar
47423,itabunaba,itabunaba
47426,itapagipemg,itapagipemg
47431,pirapemasma,pirapemasma
47440,hillmamm,hillmamm
47441,paulicia,policia
47449,silvasc,silvas
47456,pugmil,pueril
47470,castelosp,castelos
47480,olegria,alegria
47480,bouganvilles,bouganvilles
47484,digenes,digeres
47487,mairiba,maioria
47494,andrpb,andrpb
47512,itanhandu,itanhandu
47516,cobilndia,cobilndia
47524,recappeamento,recappeamento
47525,piracicabasp,piracicabasp
47543,adustinaba,adustinaba
47551,passeiocaladas,passeiocaladas
47551,lucilandia,lucilandia
47552,bonopolisgo,bonopolisgo
47554,canhema,cinema
47555,aquisiao,aquisição
47555,semaforizao,semaforizao
47560,lunardellipr,lunardellipr
47564,paratibe,palatize
47565,jaguarana,jaguarana
47567,janga,manga
47570,convenes,convences
47570,gomez,gome
47578,machadospe,machados
47594,renir,reunir
47594,gilmar,filmar
47594,sgf,se
47596,itapetiningasp,itapetiningasp
47608,chieus,chieis
47609,navora,namora
47610,esmeraldasmg,esmeraldas
47612,guapiarasp,guapiarasp
47616,biritiba,biritiba
47617,perreira,porreira
47629,brasilndiato,brasilndiato
47633,santpolis,santpolis
47633,aguape,aguapé
47634,reneeville,reneeville
47636,biaggio,biaggio
47643,ruast,ruas
47654,tenrio,tenro
47657,naes,nas
47673,medicilndiapar,medicilndiapar
47677,ipero,pero
47678,oeterer,meteres
47682,trememb,tremem
47682,oramentar,ornamentar
47684,pirap,pirar
47688,normatizao,normalizar
47688,manualdo,mandado
47691,mercedessp,mercedessp
47700,itaueirapi,itaueirapi
47701,igarassupe,igarassupe
47703,japaratuba,japaratuba
47705,infncia,infância
47707,aailndia,aailndia
47712,erlindo,lindo
47712,togni,togai
47712,carmeli,cartel
47715,sirinhaem,sirinhaem
47722,dalaqua,dalaqua
47723,bighi,bicho
47723,landi,lado
47723,goiabo,goiaba
47723,muquies,duques
47734,cambori,tambor
47736,operariacandiotars,operariacandiotars
47739,igarapau,carapau
47749,tognetti,tognetti
47761,diassis,odiasses
47763,idelfonso,idelfonso
47768,macrio,macio
47768,gercina,germina
47768,roscoe,rosco
47768,gravilof,gravilha
47770,caadas,camadas
47773,marituba,marimba
47776,poxoru,puxou
47779,recapeamentoguia,recapeamentoguia
47785,andrsp,andas
47790,tsdtratamento,tsdtratamento
47795,potirendaba,potirendaba
47796,prdios,prédios
47801,cottart,contar
47808,guapiau,guaria
47809,catigusp,catigusp
47811,fidalgopi,fidalgo
47814,pavimentaomeiofio,pavimentaomeiofio
47821,biris,viris
47822,clefas,colegas
47824,callegaro,callegaro
47829,sarjetasgaleriarecapeamento,sarjetasgaleriarecapeamento
47833,canaletes,cavaletes
47836,rezer,rezar
47836,giru,gira
47846,pretamt,preta
47864,porms,pores
47866,manduri,mandar
47867,wilke,filme
47869,recapeao,recupero
47871,oramentria,ornamentaria
